"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"Sakramen-Sakramen Dari Hidup Dan Hidup Dari Sakramen-Sakramen","Text","","978-979-565-404-9","OBOR","2007","153hlm;17.5x11cm","","265 BOF s","Indonesia","Jakarta","265 BOF s","","cover_sakramen-sakramen-dari-hidup-dan-hidup-dari-sakramen-sakramen-20240530092124.jpg","","<Boff, Leonardo.>","","<4640/22><5611/22>"
"Metodologi Penelitian Filsafat","Text","","978-979-21-2940-3","Kanisius","2011","","","107 WAT m","Indonesia","Yogyakarta","107 WAT m","","cover_metodologi-penelitian-filsafat-20240814153851.jpg","","<Reza A.A Wattimena>","","<0997/22><0172/25>"
"Ajaran Pastoral Paus Yohanes Paulus II","Text","","978-979-21-5406-1","Kanisius","2017","94hlm;19x12.5cm","","262.91 HAD a","Indonesia","Yogyakarta","262.91 HAD a","","cover_ajaran-pastoral-paus-yohanes-paulus-ii-20250130113441.jpg","","<Hadiwardoyo, Purwa>","","<0013/23><0014/23>"
"Fabel Kumpulan Dongeng Binatang Si Kancil","Text","","","Mitra Cindekia","","112 hlm, :Il, 14.5 x 21 cm","","398.24 RAH f","Indonesia","Surabaya","398.24 RAH f","","cover_fabel-kumpulan-dongeng-binatang-si-kancil-20250919092416.jpg","","<Rahimsyah>","","<9034/22>"
"Astrid Di Palungloro","Text","","","Percetakan PT Gramedia","1982","128 hlm, :Il, 11 x 18 cm","","811 DJO a","Indonesia","Jakarta","811 DJO a","","cover_astrid-di-palungloro-20250919091919.jpg","","<Djokolelono>","","<0171/25>"
"Mengampuni Tujuh Puluh Kali Tujuh Kali","Text","Cet. 5","979-8555-89-9","Dioma","2005","32 hlm.; 10.5 x 16 cm","","248 SUW m","Indonesia","Malang","248 SUW m","","cover_mengampuni-tujuh-puluh-kali-tujuh-kali-20250919091258.jpg","","<Suwito>","","<0208/23>"
"Kunjungan Membangun Persaudaraan","Text","","979-497-265-7","Kanisius","1994","","","253 BUD k","Indonesia","Yogyakarta","253 BUD k","","cover_kunjungan-membangun-persaudaraan-20240708093206.jpeg","","<Budyapranata, Aloysius>","","<6346/22><0170/25>"
"The Message Of Christ And Counselor","Text","","0-8199-0534-8","Herald Press","1974","106 hlm.; 10.7 x 18 cm","","361.06 QUE m","English","Chicago, Illinois","361.06 QUE m","","cover_the-message-of-christ-and-counselor-20250919085121.jpg","","<Quesnell, John G.>","","<8152/22>"
"Makna Persahabatan; bagaimana menghayatinya?","Text","Cet. 1","979-565-055-6","OBOR","1995","112 hlm.; 14.2 x 21 cm","","1776 GAL  m","Indonesia","Jakarta","1776 GAL  m","","cover_makna-persahabatan-bagaimana-menghayatinya-20250919083719.jpeg","","<Gallagher, Charles>","","<3384/22>"
"Membuka Diri Kepada Roh Kudus; Jalan termudah menuju kesucian hidup","Text","Cet. 1","978-602-71984-3-2","Mural Publishing","2016","106 hlm.;18.9x12.3 cm","","235.2 PHI m","Indonesia","Surabaya","235.2 PHI m","","cover_membuka-diri-kepada-roh-kudus-jalan-termudah-menuju-kesucian-hidup-20250919083223.jpeg","","<Philippe, Jacques>","","<9111/22>"
"Dia & Aku; hikmat mencapai pendewasaan hidup rohani","Text","untuk kalangan sendiri","979-565-006-8","Mutiara Terpendam.","2006","321hlm; 20.5x13.5cm","","265 BOS d","Indonesia","Jakarta","265 BOS d","","cover_dia-aku-hikmat-mencapai-pendewasaan-hidup-rohani-20250916112751.jpg","","<Bossis, Gabrielle>","","<6231/22>"
"Europe And The Faith; hilaire belloc","Text","","","Paulist Press","1939","261hlm; 19.5x13.5cm","","270 BEL e","English","New York","270 BEL e","","cover_europe-and-the-faith-hilaire-belloc-20250916112156.jpg","","<Belloc, hilairwe>","","<8267/22>"
"Journey With The Spirit Into Fullness Of Life; berjalan bersama roh kudus menuju kepenuhan hidup","Text","","978-979-719-604-6","Yayasan Pustaka Nusatama","2014","122hlm; 18.5x12.5cm","","180 BUD j","Indonesia","Yogyakarta","180 BUD j","","cover_journey-with-the-spirit-into-fullness-of-life-berjalan-bersama-roh-ku-20250916111449.jpg","","<Budyapranata, Aloysius>","","<9106/22>"
"Bertumbuh Dalam; karunia-karunia roh kudus","Text","","979-976-158-1","Pertapaan Shanti Buana","2003","105hlm; 16x10.5cm","","231.1 IND b","Indonesia","Cipanas","231.1 IND b","","cover_bertumbuh-dalam-karunia-karunia-roh-kudus-20250916110849.jpeg","","<Indrakusuma, Yohanes.>","","<9105/22>"
"Kitab Suci Tentang Roh Kudus; dan hubungannya dengan Allah Bapa dan Anak Allah","Text","","","Kanisius","1982","94hlm; 21x14.5cm","","238 GRO k","Indonesia","Yogyakarta","238 GRO k","","cover_kitab-suci-tentang-roh-kudus-dan-hubungannya-dengan-allah-bapa-dan-an-20250916102607.jpeg","","<Groenen>","","<9114/22><9115/22>"
"Gumolonguing Ati","Text","","979-413-128-8","Kanisius","1990","169hlm; 20x12.5cm","","259 BUD g","Indonesia","Yogyakarta","259 BUD g","","cover_gumolonguing-ati-20250916100154.jpg","","<Budiwijaya, Pius>","","<6363/22><6390/22>"
"Sapta Siaga; mencari jejak","Text","","","Gramedia","1977","76hlm; 18x11cm","","813 BLY s","Indonesia","Jakarta","813 BLY s","","cover_sapta-siaga-mencari-jejak-20250916094152.jpg","","<Blyton, Enid>","","<9050/22>"
"Sapta Siaga; gara-gara teleskop","Text","","","Gramedia","1980","125hlm; 18x11cm","","813 BLY s","Indonesia","Jakarta","813 BLY s","","cover_sapta-siaga-gara-gara-teleskop-20250916093824.jpg","","<Blyton, Enid>","","<9053/22>"
"Wajah Pribadiku; mengenal 16 tipe kepribadian lewat wajah","Text","","978-979-672-196-2","Kanisius","1998","188hlm; 20x12.5cm","","155.2 REB w","Indonesia","Yogyakarta","155.2 REB w","","cover_wajah-pribadiku-mengenal-16-tipe-kepribadian-lewat-wajah-20250916093347.jpg","","<Rebecca Rivkha, Mary>","","<0215/23>"
"Akupunktur Ohne Nadeln","Text","","3-7626-0186-0","BAUER","1984","286hlm; 23x15.5cm","","615.8 CER a","English","New York","615.8 CER a","","cover_akupunktur-ohne-nadeln-20250916092349.jpg","","<Cerney>","","<9066/22>"
"Orang Jujur Tidak Sekolah","Text","","978-602-291-062-6","Bentang","2014","264hlm; 20.5x13cm","","371.3 RIZ o","Indonesia","Yogyakarta","371.3 RIZ o","","cover_orang-jujur-tidak-sekolah-20250916091007.jpg","","<Rizki Putra, Andri>","<Metode Belajar><Pritiwi Utama>","<1105/22>"
"The Lamb And The Fuhrer; sang anak domba dan di tangan besi","Text","seri percakapan besar","979-542-203-0","Pionir Jaya","2006","115hlm; 19x13cm","","235.2 ZAC t","Indonesia","Bandung","235.2 ZAC t","","cover_the-lamb-and-the-fuhrer-sang-anak-domba-dan-di-tangan-besi-20250916090330.jpg","","<Zacharias, Ravi>","","<1118/22>"
"Si Cacing dan kotoran kesayangannya","Text","","978-602-8194-31-0","sicacing","2018","307hlm;21x14cm","","294.344 BRA s","Indonesia","","294.344 BRA s","","cover_si-cacing-dan-kotoran-kesayangannya-20250403130736.jpg","","<Brahm, Ajahn>","","<6234/22><3326/23>"
"Karunia Penyembuhan; bagi orang yang diberi karunia dan orang biasa","Text","","978-979-565-622-7","OBOR","2012","327hlm; 21x14cm","","205 SEB k","Indonesia","Jakarta","205 SEB k","","cover_karunia-penyembuhan-bagi-orang-yang-diberi-karunia-dan-orang-biasa-20250915155131.jpg","","<Sebatu, Alfons.>","","<6302/22>"
"Cinta Yesus Dalam Sakramen Mahakudus; surat kepada para imam","Text","","978-602-8011-23-5","Unika Soegijapranata","2012","80hlm","","259 RAM c","Indonesia","Semarang","259 RAM c","","cover_cinta-yesus-dalam-sakramen-mahakudus-surat-kepada-para-imam-20241216101831.jpeg","","<Martin, Lucia><Mgr. Josefino Ramirez>","","<2330/22><6100/22><6182/22><2988/23><2990/23>"
"Problematika Perkembangan Ilmu Pengetahuan","Text","","","Kanisius","1983","151hlm; 21x15cm","","121 ADI p","Indonesia","Yogyakarta","121 ADI p","","cover_problematika-perkembangan-ilmu-pengetahuan-20250915153100.jpg","","<Adisusilo, Sutarjo>","","<2342/22>"
"Finding Serenity In The Age Of Anxiety","Text","","0-553-37978-X","Bantam  Books","1998","337hlm; 21x13cm","","150 GER f","Indonesia","New York","150 GER f","","cover_finding-serenity-in-the-age-of-anxiety-20250915152646.jpg","","<Gerzon, Robert>","","<1945/23>"
"Horeluya","Text","","978-979-22-3645-3","Gramedia","2009","236hlm; 20x13.5cm","","813 ATM h","Indonesia","Jakarta","813 ATM h","","cover_horeluya-20250915150954.jpg","","<Atmowiloto, Arswendo>","","<2604/23>"
"Anak Tani","Text","cet4","979-415-988-3","Gunung Mulia","1997","310hlm; 18x12cm","","929.2 WIL a","Indonesia","Jakarta","929.2 WIL a","","cover_anak-tani-20250915150236.jpg","","<Wilder, Laura Ingalls>","","<2704/23>"
"Hints, Tips & Smart Advice","Text","","0-792-45441-3","Mallard Press","1992","311hlm; 23.5x15.5cm","","640 FAM h","Indonesia","New York","640 FAM h","","cover_hints-tips-smart-advice-20250915145636.jpg","","<Family circle>","","<1115/22>"
"Taking Rights Seriously","Text","","0-7156-0715-4","Duckworth","1991","371hlm; 23.5x15.5cm","","323 DWO t","English","London","323 DWO t","","cover_taking-rights-seriously-20250915114002.jpg","","<Dworkin, Ronald.>","","<0971/22>"
"Running With The Giants; nasihat para raksasa iman perjanjian lama tentang hidup dan kepemimpinan","Text","","978-979-687-903-8","Gunung Mulia","2011","148hlm; 21x14.5cm","","222 MAX r","Indonesia","Jakarta","222 MAX r","","cover_running-with-the-giants-nasihat-para-raksasa-iman-perjanjian-lama-ten-20250915112249.jpg","","<Maxwell, John C.>","","<1110/22>"
"Keajaiban Kasih Karunia; what's so amazing about grace?","Text","","","Interaksara.","1999","338hlm; 24x15.5cm","","152.5 YAN k","Indonesia","Batam","152.5 YAN k","","cover_keajaiban-kasih-karunia-what-s-so-amazing-about-grace-20250915110752.jpg","","<Yancey, philip>","","<1112/22>"
"19 Karunia Roh; (19 gifts of the spirit) yang mana yang Anda miliki, apakah anda menggunakannya?","Text","","","Gospel Press","2001","400hlm; 18x11cm","","259 FLY k","Indonesia","Batam","259 FLY k","","cover_19-karunia-roh-19-gifts-of-the-spirit-yang-mana-yang-anda-miliki-a-20250915105049.jpg","","<Flynn, Leslie>","","<1094/22>"
"Munculnya Kemerdekaan Di Dunia Modern; pengaruh calvin terhadap lima pemerintahan dari abad XVI-Abad XVIIII","Text","","979-8131-19-3","Momentum.","2001","194hlm; 21x14cm","","322.1 KEL m","Indonesia","Surabaya","322.1 KEL m","","cover_munculnya-kemerdekaan-di-dunia-modern-pengaruh-calvin-terhadap-lima-p-20250915103637.jpg","","<kelly, Douglas, F>","","<1079/22>"
"Sapta Siaga; memecahkan rahasia kapak merah","Text","Cet. 2","","Gramedia","1980","80 hlm, :Il, 10.9 x 17.9 cm","","813 BLY s","Indonesia","Jakarta","813 BLY s","","cover_sapta-siaga-memecahkan-rahasia-kapak-merah-20250912132052.jpeg","","<Blyton, Enid>","","<9054/22>"
"Sapta Siaga; Misteri Biola Kuno","Text","Cet. 2","","Gramedia","1958","144 hlm.;11.1 x 18.1 cm","","813 BLY s","Indonesia","Jakarta","813 BLY s","","cover_sapta-siaga-misteri-biola-kuno-20250910140359.jpg","","<Blyton, Enid>","","<9022/22><9055/22>"
"Melepaskan Panah Melukis Pelangi","Text","","978-979-27-3066-1","Gramedia","2008","255hlm; 20.5x14cm","","255.3 WAR m","Indonesia","Jakarta","255.3 WAR m","","cover_melepaskan-panah-melukis-pelangi-20240614115610.jpg","","<Wardoyo, Tri>","","<1073/22><6027/22><6280/22><0652/24>"
"Ensiklopedi Populer Untuk Orang Tua","Text","Cet. 1","","Kanisius","1976","148 hlm, :Il, 13.7 x 18.7 cm","","R 030.04 CIP e","Indonesia","Yogyakarta","R 030.04 CIP e","","cover_ensiklopedi-populer-untuk-orang-tua-20250912125713.jpg","","<Yayasan Cipta Loka Caraka>","","<1379/23><1380/23>"
"Saat-Saat Penuh Kasih (momentsofgrace)","Text","","","Interaksara.","2002","297hlm; 18x11cm","","260 SUL s","Indonesia","Batam","260 SUL s","","cover_saat-saat-penuh-kasih-momentsofgrace-20250912125337.jpg","","<Sullivan, Nancy, Jo>","","<9007/22>"
"Ensiklopedi Populer Untuk Remaja","Text","Cet. 1","","Kanisius","1976","281 hlm, :Il, 13.3 x 18.6 cm","","R 030.04 CIP e","Indonesia","Yogyakarta","R 030.04 CIP e","","cover_ensiklopedi-populer-untuk-remaja-20250912125211.jpeg","","<Yayasan Cipta Loka Caraka>","","<1381/23>"
"Si Bongkok Dari Notre Dame","Text","","","Gramedia","1980","147hlm;18x12.5cm","","230 HUG s","Indonesia","Jakarta","230 HUG s","","cover_si-bongkok-dari-notre-dame-20250912124756.jpg","","<Hugo, Victor>","","<9015/22>"
"Low Impact Games; 10 jenis Permainan jerat untuk Team Work","Text","Cet. 5","978-979-21-2472-9","Kanisius","2010","152 hlm, :Il, 14.6 x 21 cm","","600 SAN l","Indonesia","Yogyakarta","600 SAN l","","cover_low-impact-games-10-jenis-permainan-jerat-untuk-team-work-20250912124601.jpeg","","<Sanoesi, Esnoe>","","<0741/23>"
"Rob Roy","Text","","","Gramedia","1978","152hlm; 18x12.5cm","","230 WAL r","Indonesia","Jakarta","230 WAL r","","cover_rob-roy-20250912124519.jpeg","","<Scott, Sir, Walter>","","<9032/22>"
"Kumpulan Dongeng Penghantar Tidur Untuk Anak Muslim","Text","","","Duta Aksara Semesta","","128 hlm, :Il, 13.3 x 21 cm","","398.2 NUG k","Indonesia","Sidoarjo","398.2 NUG k","","cover_kumpulan-dongeng-penghantar-tidur-untuk-anak-muslim-20250912124107.jpg","","<Nugraha, Adhi>","","<9033/22>"
"Iblis-Iblis Yang Menyamar; mengetahui bahaya yang mengintai apabila Anda Berbicara dengan orang Mati","Text","Cet. 5","978-979-1270-23-6","Light Publishing","2007","xiii, 258 hlm.; 14.9 x 21 cm","","235.47 WOH i","Indonesia","Jakarta","235.47 WOH i","","cover_iblis-iblis-yang-menyamar-mengetahui-bahaya-yang-mengintai-apabila-an-20250912123553.jpeg","","<Wohlberg, steve>","","<9028/22>"
"Sidney Sheldon Bloodine; garis darah","Text","","979-511-080-2","Gramedia","1991","546hlm; 18x11cm","","230 SHE s","Indonesia","Jakarta","230 SHE s","","cover_sidney-sheldon-bloodine-garis-darah-20250912122920.jpg","","<Sheldon, Sidney>","","<9025/22>"
"Meracik Jamu Kehidupan 12 Refleksi Kesehatan Batin","Text","Cet. 1","602-8139-04-1","Gloria Graffa","2008","114 hlm, :Il, 14.8x22 cm","","204 LIS m","Indonesia","Yogyakarta","204 LIS m","","cover_meracik-jamu-kehidupan-12-refleksi-kesehatan-batin-20250912122848.jpeg","","<Listijabudi, Daniel>","","<9035/22>"
"Bambi","Text","","","Gramedia","1978","255hlm; 18x11cm","","800 SAL b","Indonesia","Jakarta","800 SAL b","","cover_bambi-20250912122326.jpeg","","<Salten, Felix>","","<9051/22>"
"Sapta Siaga; komplotan misterius","Text","","","Gramedia","1980","78hlm; 18x11cm","","810 BLY s","Indonesia","Jakarta","810 BLY s","","cover_sapta-siaga-komplotan-misterius-20250912121845.jpg","","<Blyton, Enid>","","<9049/22>"
"The Art Of Dealing With People; seni membina hubungan untuk meraih sukses dan bahagia","Text","","978-979-22-0208-3","Gramedia","2008","88hlm; 18x11cm","","900 GIB t","Indonesia","Jakarta","900 GIB t","","cover_the-art-of-dealing-with-people-seni-membina-hubungan-untuk-meraih-suk-20250912115834.jpg","","<Giblin, Les>","","<9048/22>"
"Pulung Dua Penculikan","Text","","","Gramedia","1984","246hlm; 18x11cm","","900 SMA p","Indonesia","Jakarta","900 SMA p","","cover_pulung-dua-penculikan-20250912115539.jpg","","<Smas, Bung>","","<9047/22>"
"Rahasia Pulau Tengkorak","Text","Cet. 1","","Gramedia","1979","182 hlm, :Il, 12.4 x 17.9 cm","","811 ART r","Indonesia","Jakarta","811 ART r","","cover_rahasia-pulau-tengkorak-20250912115454.jpeg","","<Hitchock, Alfred>","","<9059/22>"
"Yudar Dan Saudara - Saudaranya","Text","","","Gramedia","1977","80 hlm, :Il, 12.4x18 cm","","811 YUD y","Indonesia","Jakarta","811 YUD y","","cover_yudar-dan-saudara-saudaranya-20250912115105.jpg","","<Sutadi, Dicky>","","<9058/22>"
"Manajemen Dan Kepemipinan Menurut Wahyu Allah","Text","","","Gandum Mas","1986","272hlm; 21x14cm","","200 OCT m","Indonesia","Bandung","200 OCT m","","cover_manajemen-dan-kepemipinan-menurut-wahyu-allah-20250912114913.jpeg","","<Octavianus>","","<4657/22>"
"250++ SMS ucapan selamat","Text","Cet. 1","978-979-788-038-5","Medpress","2008","104 hlm.; 11x17.9 cm","","790 RIN s","Indonesia","Yogyakarta","790 RIN s","","cover_250-sms-ucapan-selamat-20250912114520.jpg","","<Rinintya, Radith>","","<9052/22>"
"The Compassionate Community; strategies that work for the third millennium","Text","","157075-196-X","Orbis Books","1998","205hlm; 21x13.5cm","","361.109 HAR t","Indonesia","Maryknoll, New York.","361.109 HAR t","","cover_the-compassionate-community-strategies-that-work-for-the-third-millen-20250912114404.jpeg","","<Harmer, Catherine M.>","","<0968/22>"
"Sekarning","Text","Cet. 1","","Gramedia","1983","80 hlm, :Il, 11.1 x 18.2 cm","","811 SET s","Indonesia","Jakarta","811 SET s","","cover_sekarning-20250912112502.jpg","","<detyawan, Dwianto>","","<9009/22>"
"Selamat Menabur","Text","Cet. 4","979-415-948-4","PT BPK Gunung Mulia.","2000","vii, 124 hlm.; 14.1 x 21 cm","","252 ISM s","Indonesia","Jakarta","252 ISM s","","cover_selamat-menabur-20250912113316.jpeg","","<Ismail, Andar>","","<0157/23>"
"Jerusalem The Biography","Text","best seller Internasional","978-602-9193-02-2","Alvabet","2013","822hlm; 23x15cm","","956.9 SIS j","Indonesia","Jakarta","956.9 SIS j","","cover_jerusalem-the-biography-20250912112328.jpg","","<Montefiore, Simon Sebag.>","","<4817/22>"
"Dining In The Kingdom Of God; the origins pf the eucharist in the Gospel of Luke","Text","","1-56854-022-1","Liturgy Training Publicatins","1994","227hlm; 23x15.5cm","","265 LAV d","Indonesia","United States of America","265 LAV d","","cover_dining-in-the-kingdom-of-god-the-origins-pf-the-eucharist-in-the-gosp-20250912111859.jpg","","<Laverdiere, Eugene>","","<5760/22>"
"The Snakebite Letters; Surat-surat snakebite","Text","Cet. 1","978-979-26-1363-6","Dioma","2008","242hlm; 12.2 x 19.5cm","","248.4 KRE s","Indonesia","Malang","248.4 KRE s","","cover_the-snakebite-letters-surat-surat-snakebite-20250912111651.jpeg","","<Kreeft, Peter>","","<9029/22>"
"Matilda","Text","Cet. 1","","Gramedia","1978","96 hlm, :Il, 11.2x18.3 cm","","813 MOL m","Indonesia","Jakarta","813 MOL m","","cover_matilda-20250912105924.jpeg","","<Molenes, Thalie>","","<9014/22>"
"Isme-Isme Yang Mengguncang Dunia; komunisme, fasisme, kapitalisme, sosialisme","Text","","979-168-369","Narasi","2014","364hlm; 19x13cm","","320.53 EBE i","Indonesia","Yogyakarta.","320.53 EBE i","","cover_isme-isme-yang-mengguncang-dunia-komunisme-fasisme-kapitalisme-sos-20250912105428.jpg","","<Ebenstein, William>","","<0002/21>"
"Sepanas Neraka Sesejuk Surga Semoga Menjadi Kabar Baik","Text","Cet. 1","978-602-74775-5-1","Inspirasi","2017","256 hlm, :Il, 13x19.9 cm","","248 BUD s","Indonesia","Semarang","248 BUD s","","cover_sepanas-neraka-sesejuk-surga-semoga-menjadi-kabar-baik-20241119152009.jpeg","","<Purnomo, Aloys Budi>","","<0188/23><0199/23><3258/23>"
"Kebangsaan Dan Globalisasi Dalam Diplomasi","Text","","979-21-1115-8","Kanisius","2005","247hlm; 21x14.5cm","","327.2 WID k","Indonesia","Yogyakarta","327.2 WID k","","cover_kebangsaan-dan-globalisasi-dalam-diplomasi-20250912104601.jpg","","<Widyatmadja, Josef P.>","","<1080/22>"
"Rahasis photoshop CS3","Text","","978-979-27-0992-6","PT Elex Media Komputindo","2007","146hlm; 21x14cm","","770 ENT r","Indonesia","Jakarta","770 ENT r","","cover_rahasis-photoshop-cs3-20250912103607.jpeg","","<Enterprise, Jubilee>","","<1084/22>"
"Rome Sweet Home; roma rumahku","Text","","979-3106-80-8","Dioma","2004","299hlm;21x14cm","","248.242 HAH r","Indonesia","Malang","248.242 HAH r","","cover_rome-sweet-home-roma-rumahku-20240725114812.jpeg","","<Hahn, Scott>","","<0114/23><0551/23>"
"Gerbang Menuju Keheningan","Text","","978-979-26-1462-6","Dioma","2012","","","248.34 MAI g","Indonesia","Malang","248.34 MAI g","","cover_gerbang-menuju-keheningan-20241125112500.jpg","","<Main, John>","","<0186/23><3161/23>"
"Selamat Ribut Rukun","Text","Cet. 7","979-415-812-17","PT BPK Gunung Mulia.","1997","vii, 121 hlm.; 13.3x21 cm","","252 ISM s","Indonesia","Jakarta","252 ISM s","","cover_selamat-ribut-rukun-20250912103156.jpeg","","<Ismail, Andar>","","<0158/23>"
"Mencari Sila Kelima; sebuah surat cinta untuk Indonesia","Text","","978-602-291-119-7","Bentang","2015","166hlm; 20.5x13cm","","323.6 YUJ m","Indonesia","Yogyakarta","323.6 YUJ m","","cover_mencari-sila-kelima-20240404152532.jpg","","<Yu, Audrey>","","<1099/22><0307/24>"
"Buku Acara Mupas OMK 2018; orang muda memikirkan orang muda","Text","","","Mupas Keuskupan","2018","85hlm; 21x15cm","","265 KEU b","Indonesia","Surabaya","265 KEU b","","cover_buku-acara-mupas-omk-2018-orang-muda-memikirkan-orang-muda-20250912102536.jpeg","","<keuskupan surabaya>","","<5677/22>"
"Kemurnian","Text","","","Kanisius","1971","205hlm; 21x14.5cm","","265 BAB k","Indonesia","Yogyakarta","265 BAB k","","cover_kemurnian-20250912101408.jpeg","","<Babin, Pierre>","","<6449/22>"
